index,avg_max_temp,precipitation,relative_humidity,avg_min_temp,avg_rx1day,avg_days_r20mm
1955-06,25.16,68.83,73.21,17.35,11.42,0.15
1955-07,24.82,152.61,78.28,17.13,17.19,0.43
1955-08,25.15,143.8,78.66,17.25,16.4,0.55
1955-09,24.97,226.99,82.2,17.22,21.48,1.04
1955-10,26.08,170.59,78.75,17.83,23.0,1.0
1955-11,26.02,152.95,76.75,17.79,21.42,0.85
1955-12,26.05,128.21,72.72,17.59,18.88,0.62
1956-01,26.66,81.48,64.31,17.67,13.44,0.38
1956-02,27.85,83.85,66.56,18.42,11.55,0.22
1956-03,28.13,122.07,67.63,18.71,16.38,0.5
1956-04,25.34,292.79,80.96,18.26,30.67,3.06
1956-05,24.62,262.32,84.32,17.78,22.68,1.29
1956-06,24.84,104.14,78.52,17.01,14.13,0.28
1956-07,24.66,123.46,77.71,16.73,13.81,0.27
1956-08,24.82,176.05,80.08,17.08,20.12,0.76
1956-09,25.84,140.1,78.42,17.35,15.88,0.36
1956-10,26.02,165.78,77.6,17.82,18.68,0.88
1956-11,26.99,130.69,72.23,18.43,18.15,0.7
1956-12,26.27,124.59,73.89,17.75,13.57,0.42
1957-01,27.34,191.36,67.38,17.89,33.05,2.61
1957-02,28.21,71.05,59.03,18.04,15.64,0.49
1957-03,26.63,300.85,78.45,18.37,46.1,3.79
1957-04,26.45,175.95,80.54,18.37,23.72,1.13
1957-05,25.92,191.03,82.52,18.44,18.46,0.84
1957-06,25.85,130.77,80.06,17.73,16.41,0.34
1957-07,26.11,110.7,75.35,17.4,14.34,0.37
1957-08,26.04,125.57,75.57,17.16,14.74,0.33
1957-09,28.22,89.82,67.39,17.37,17.67,0.48
1957-10,28.11,180.4,70.88,18.04,20.62,1.17
1957-11,27.62,166.25,71.8,18.1,24.39,1.4
1957-12,27.68,160.75,70.13,18.08,20.37,1.26
1958-01,29.65,89.86,61.66,19.02,14.81,0.37
1958-02,29.16,79.64,60.61,18.05,20.62,0.55
1958-03,29.16,143.19,68.9,19.0,22.38,1.09
1958-04,28.11,270.15,76.69,19.08,33.19,3.72
1958-05,26.69,183.81,80.08,18.25,28.22,1.71
1958-06,25.92,140.75,78.03,17.57,19.37,0.75
1958-07,25.17,162.89,79.55,17.52,19.28,0.69
1958-08,25.6,198.94,80.0,16.99,21.0,1.06
1958-09,26.89,127.08,76.79,17.21,16.68,0.44
1958-10,27.23,112.87,73.39,17.71,16.56,0.43
1958-11,28.33,157.12,71.83,17.81,19.43,1.04
1958-12,27.32,208.21,76.83,18.06,31.66,1.81
1959-01,28.82,87.03,62.88,18.49,15.56,0.47
1959-02,28.75,102.57,62.09,18.24,17.24,0.85
1959-03,28.85,162.9,65.57,18.49,29.66,1.89
1959-04,27.93,245.89,74.01,18.56,28.02,2.64
1959-05,26.51,236.19,79.83,18.22,24.74,1.37
1959-06,26.77,157.53,75.56,17.19,19.86,0.85
1959-07,26.08,160.22,74.21,17.08,21.97,1.02
1959-08,25.86,222.33,77.23,17.12,23.33,1.45
1959-09,26.45,217.21,78.12,17.27,24.09,1.44
1959-10,26.27,225.6,77.82,17.59,24.86,1.83
1959-11,26.44,214.51,76.91,17.71,29.07,1.84
1959-12,27.78,104.23,68.21,17.44,13.27,0.46
1960-01,28.07,94.18,66.15,17.76,11.66,0.48
1960-02,27.98,156.77,68.46,17.91,24.23,1.35
1960-03,26.95,238.19,74.87,17.82,31.38,2.62
1960-04,26.68,259.63,78.16,18.17,28.02,2.71
1960-05,26.44,216.98,79.43,17.96,23.7,1.52
1960-06,26.86,137.53,74.09,17.42,18.86,0.67
1960-07,25.82,148.2,74.35,17.1,17.75,0.66
1960-08,26.38,195.02,76.09,17.48,25.06,1.45
1960-09,26.17,221.91,77.77,17.42,26.4,1.64
1960-10,26.55,195.32,76.35,17.84,20.49,0.98
1960-11,26.96,176.83,74.82,17.42,19.57,1.16
1960-12,28.77,88.13,63.6,18.05,18.33,0.54
1961-01,30.01,65.46,55.85,17.93,10.78,0.34
1961-02,28.01,147.6,65.5,17.64,24.08,1.33
1961-03,29.0,168.55,65.56,18.33,22.55,1.38
1961-04,27.44,179.35,74.48,18.49,20.76,1.34
1961-05,27.34,157.93,76.67,18.32,19.41,0.95
1961-06,26.41,187.14,76.75,17.56,20.16,1.11
1961-07,25.02,232.64,79.66,17.04,23.58,1.51
1961-08,25.21,278.66,80.07,17.46,29.14,2.32
1961-09,25.57,236.14,79.64,17.12,28.58,1.66
1961-10,25.34,259.67,81.3,17.38,24.99,1.97
1961-11,24.31,321.22,83.4,17.57,33.56,4.07
1961-12,25.69,125.36,75.46,17.04,16.56,0.79
1962-01,26.49,78.22,67.47,17.48,14.4,0.35
1962-02,28.75,82.5,60.05,18.43,17.87,0.58
1962-03,25.98,270.86,79.59,18.16,30.97,2.3
1962-04,25.52,283.62,83.12,18.3,28.83,2.3
1962-05,24.71,251.57,83.71,17.92,27.9,2.15
1962-06,24.68,199.12,82.16,17.26,23.44,1.13
1962-07,25.34,115.73,78.25,17.21,13.25,0.25
1962-08,25.15,169.47,79.74,17.2,19.45,0.72
1962-09,25.31,212.33,80.82,17.58,20.16,1.15
1962-10,25.11,265.7,81.73,17.86,28.46,2.15
1962-11,25.26,214.57,80.19,17.91,24.18,1.38
1962-12,25.72,146.67,76.23,17.51,19.48,0.64
1963-01,25.39,165.75,76.93,17.25,19.9,0.7
1963-02,26.32,140.17,75.18,17.64,20.61,0.75
1963-03,27.04,234.57,76.0,17.89,29.83,2.41
1963-04,25.61,275.12,81.97,18.21,26.94,2.41
1963-05,25.56,242.82,83.16,18.23,25.07,1.68
1963-06,25.77,130.49,78.65,17.49,16.57,0.45
1963-07,25.59,134.97,77.9,16.98,16.66,0.44
1963-08,26.16,142.82,76.01,17.2,17.3,0.64
1963-09,27.21,124.52,73.13,17.6,16.41,0.45
1963-10,26.68,193.09,76.58,18.05,19.84,0.9
1963-11,24.64,299.66,83.03,17.49,28.88,2.96
1963-12,25.16,210.25,80.36,17.59,24.51,1.27
1964-01,27.77,83.07,68.52,17.79,13.18,0.31
1964-02,27.2,179.02,73.43,18.48,22.42,1.29
1964-03,28.22,169.76,73.59,18.8,19.71,1.12
1964-04,26.65,208.96,78.06,18.69,26.12,1.72
1964-05,26.67,175.57,77.95,18.28,17.54,0.79
1964-06,26.09,104.06,77.3,17.49,11.93,0.22
1964-07,25.59,109.71,73.24,17.3,16.71,0.35
1964-08,25.17,160.05,78.39,16.88,20.61,0.7
1964-09,25.32,226.85,80.61,17.18,21.02,1.22
1964-10,25.43,267.53,80.28,17.24,27.71,2.13
1964-11,26.44,168.36,74.66,17.25,26.09,1.58
1964-12,25.9,128.32,74.17,16.98,14.55,0.27
1965-01,28.05,82.06,66.17,17.17,14.31,0.24
1965-02,28.95,94.32,64.33,17.69,16.46,0.57
1965-03,28.13,179.69,69.8,18.41,21.84,1.16
1965-04,26.83,204.98,76.63,18.19,21.61,1.22
1965-05,26.88,161.75,77.27,17.94,16.26,0.57
1965-06,27.17,73.88,71.14,17.31,13.63,0.23
1965-07,26.66,85.9,71.98,17.49,9.58,0.15
1965-08,26.72,106.05,71.69,17.53,15.74,0.34
1965-09,27.37,120.21,71.39,17.56,15.82,0.35
1965-10,26.29,253.81,77.29,18.02,27.77,2.06
1965-11,26.09,227.37,79.19,17.91,21.7,1.54
1965-12,26.23,208.23,77.39,17.21,28.48,1.48
1966-01,28.45,116.7,67.85,18.1,15.82,0.42
1966-02,27.23,209.76,75.66,18.24,24.9,1.61
1966-03,27.56,180.58,74.43,18.4,19.94,0.95
1966-04,26.98,185.58,77.27,18.6,20.79,1.2
1966-05,27.38,155.58,76.81,18.58,17.87,0.57
1966-06,26.8,92.31,73.47,17.64,13.16,0.28
1966-07,26.86,90.85,72.32,17.75,11.47,0.14
1966-08,26.85,167.21,74.32,17.79,19.08,0.72
1966-09,26.2,224.61,79.12,17.49,23.02,1.34
1966-10,26.67,190.23,76.35,17.89,18.82,1.1
1966-11,26.23,197.35,76.95,17.78,25.02,1.52
1966-12,28.22,75.38,65.23,17.56,9.65,0.15
1967-01,29.47,43.72,55.69,18.19,7.64,0.1
1967-02,30.14,49.35,55.19,19.21,9.4,0.17
1967-03,28.29,233.82,72.65,18.91,28.85,1.88
1967-04,26.66,281.54,80.27,18.57,35.24,2.78
1967-05,26.03,258.15,82.58,18.36,25.11,1.45
1967-06,25.94,139.64,79.5,17.6,16.39,0.43
1967-07,25.33,193.58,80.1,17.14,21.44,1.05
1967-08,25.56,160.9,77.56,17.08,17.84,0.67
1967-09,26.1,185.86,77.45,17.22,20.17,0.99
1967-10,25.65,257.53,80.8,17.46,23.28,1.83
1967-11,25.22,261.86,82.06,17.54,25.3,2.17
1967-12,27.24,78.72,68.97,16.95,14.61,0.3
1968-01,28.79,52.76,59.44,17.57,8.31,0.09
1968-02,27.12,183.17,70.11,18.28,28.82,1.78
1968-03,26.46,248.47,77.5,17.97,30.44,2.43
1968-04,25.94,244.29,79.15,18.41,29.49,2.01
1968-05,25.88,249.47,80.83,17.91,24.04,1.63
1968-06,25.5,161.38,79.81,17.41,18.53,0.63
1968-07,25.38,129.95,77.29,17.21,17.54,0.58
1968-08,25.97,115.18,74.35,17.56,18.47,0.63
1968-09,27.21,109.23,72.87,17.86,13.9,0.24
1968-10,26.87,179.41,75.17,18.26,20.03,0.92
1968-11,26.54,180.98,74.74,18.19,23.95,1.33
1968-12,26.74,180.67,73.07,17.45,25.88,1.89
1969-01,27.38,110.71,68.83,18.05,18.63,0.79
1969-02,27.69,123.66,69.37,18.8,23.17,0.85
1969-03,27.82,173.81,73.96,19.09,25.45,1.14
1969-04,28.72,117.64,72.33,19.36,13.52,0.31
1969-05,26.46,225.75,81.03,18.56,24.5,1.51
1969-06,26.63,131.64,76.43,18.0,17.12,0.56
1969-07,26.16,98.04,74.15,17.58,13.04,0.27
1969-08,26.7,103.91,73.25,17.34,12.79,0.24
1969-09,27.14,147.01,74.57,18.1,20.71,0.72
1969-10,27.45,171.46,74.11,18.15,19.22,0.81
1969-11,26.71,171.26,76.25,17.86,17.74,0.86
1969-12,28.12,78.47,67.76,18.0,12.07,0.24
1970-01,27.24,145.94,71.23,18.22,19.67,0.77
1970-02,29.14,79.97,65.91,18.85,14.89,0.33
1970-03,27.15,266.75,76.37,18.7,35.59,2.86
1970-04,26.63,259.89,81.01,18.88,29.93,2.01
1970-05,26.35,218.12,81.32,18.34,21.48,1.01
1970-06,26.26,108.34,76.28,17.74,15.79,0.36
1970-07,25.59,101.76,75.95,17.27,15.1,0.29
1970-08,25.34,209.05,80.23,17.42,23.61,1.36
1970-09,26.13,147.42,77.22,17.24,17.64,0.5
1970-10,26.68,171.65,76.32,17.93,19.2,0.76
1970-11,27.29,132.27,71.02,18.04,20.41,0.95
1970-12,27.64,73.37,63.8,17.79,9.8,0.25
1971-01,28.55,62.09,57.77,18.1,8.89,0.26
1971-02,29.59,44.02,56.46,18.5,6.93,0.04
1971-03,29.83,94.68,60.1,19.25,13.11,0.36
1971-04,26.32,277.03,79.32,18.26,28.18,2.52
1971-05,25.61,272.51,82.87,17.91,27.5,2.09
1971-06,25.3,150.06,78.52,17.33,18.85,0.61
1971-07,24.7,205.84,80.42,16.96,20.85,1.04
1971-08,25.13,218.5,80.77,16.85,26.31,1.34
1971-09,25.8,188.46,79.74,17.08,21.56,1.03
1971-10,25.73,222.88,78.89,17.68,27.61,1.68
1971-11,25.82,185.04,76.45,17.6,21.28,1.28
1971-12,27.0,78.73,63.38,17.13,12.61,0.41
1972-01,28.32,88.08,65.13,18.07,11.84,0.31
1972-02,27.44,111.7,67.33,18.47,18.39,0.67
1972-03,28.48,129.41,68.58,18.75,17.43,0.6
1972-04,27.2,225.73,76.26,18.67,24.46,1.7
1972-05,26.36,216.12,80.34,18.5,24.36,1.3
1972-06,25.13,208.08,81.85,17.7,24.75,1.15
1972-07,26.04,172.33,78.51,17.87,20.5,0.96
1972-08,26.01,178.49,78.45,17.69,21.89,1.01
1972-09,26.91,190.84,77.11,17.84,21.97,1.02
1972-10,26.24,282.16,79.75,18.23,31.11,3.19
1972-11,25.66,280.11,81.55,17.85,27.31,2.73
1972-12,26.94,119.75,71.5,18.07,16.97,0.79
1973-01,28.75,89.48,64.91,18.78,14.19,0.57
1973-02,29.56,116.63,64.75,19.89,23.62,0.82
1973-03,30.45,66.86,61.27,20.05,9.85,0.22
1973-04,28.13,217.33,74.73,19.3,21.1,1.61
1973-05,26.3,279.58,81.89,18.36,28.89,2.43
1973-06,26.43,133.99,76.75,17.98,16.94,0.52
1973-07,26.18,89.12,73.5,17.62,13.53,0.22
1973-08,25.86,165.72,77.58,17.65,19.3,0.71
1973-09,26.29,187.72,79.53,17.82,22.12,0.88
1973-10,27.09,156.52,75.25,18.12,18.99,0.73
1973-11,26.55,215.37,76.95,18.0,24.63,1.51
1973-12,28.05,71.04,62.23,17.59,11.88,0.23
1974-01,28.18,78.19,62.35,17.72,9.65,0.16
1974-02,29.8,58.69,57.03,18.8,11.07,0.16
1974-03,28.01,186.83,68.19,19.11,29.85,1.66
1974-04,26.95,174.43,77.57,18.56,19.59,1.01
1974-05,25.59,259.35,81.18,18.03,23.66,1.71
1974-06,25.85,173.77,79.04,17.66,20.53,0.9
1974-07,24.59,175.31,80.48,17.1,21.4,0.86
1974-08,25.79,163.47,77.73,17.76,21.57,0.94
1974-09,26.14,184.6,77.92,17.4,21.78,0.97
1974-10,26.88,160.76,75.13,18.06,17.4,0.58
1974-11,27.27,163.49,71.61,18.16,18.64,0.7
1974-12,27.89,90.9,64.01,18.0,10.54,0.27
1975-01,28.96,72.21,58.78,18.37,12.59,0.38
1975-02,29.61,86.82,59.65,19.08,15.19,0.55
1975-03,28.36,208.89,70.29,18.87,29.16,2.16
1975-04,27.14,251.27,76.97,18.59,27.25,2.7
1975-05,26.75,216.31,78.2,18.35,22.48,1.26
1975-06,25.68,159.33,77.79,17.57,20.43,0.87
1975-07,25.07,184.38,77.97,17.05,24.99,1.14
1975-08,24.91,193.34,79.87,17.2,21.68,1.2
1975-09,25.52,245.49,80.75,17.25,25.34,1.76
1975-10,25.91,237.21,79.48,17.6,25.44,1.65
1975-11,27.24,150.27,71.59,17.68,18.66,0.88
1975-12,27.4,123.54,67.52,17.6,21.74,0.91
1976-01,29.07,55.71,57.41,17.91,9.71,0.21
1976-02,26.58,190.9,72.69,18.0,26.54,1.63
1976-03,28.96,148.14,67.25,18.8,20.45,0.82
1976-04,26.84,238.41,77.13,18.42,26.02,1.85
1976-05,25.94,266.24,81.49,18.31,23.75,1.68
1976-06,25.77,134.0,78.23,17.2,16.0,0.35
1976-07,25.2,165.46,79.62,17.04,18.83,0.62
1976-08,25.6,194.11,79.65,17.15,19.59,0.89
1976-09,26.45,139.35,76.48,17.59,17.05,0.38
1976-10,27.83,148.12,71.61,18.26,21.39,0.9
1976-11,26.93,194.86,75.7,17.96,19.71,0.95
1976-12,27.91,116.11,68.44,18.26,15.63,0.53
1977-01,27.4,126.66,68.64,18.46,17.71,0.72
1977-02,29.04,84.77,62.79,18.91,12.57,0.31
1977-03,28.6,209.28,69.06,19.2,24.26,1.66
1977-04,26.46,260.06,79.75,18.64,30.97,2.81
1977-05,26.54,194.33,79.76,18.23,20.68,0.91
1977-06,26.09,138.52,77.33,17.51,15.82,0.38
1977-07,25.62,112.88,76.39,17.33,18.11,0.45
1977-08,26.16,157.47,76.68,17.16,18.19,0.73
1977-09,27.07,123.71,74.08,17.81,17.21,0.4
1977-10,27.15,200.06,76.21,18.29,21.63,1.39
1977-11,25.96,227.1,79.75,17.93,20.07,1.34
1977-12,27.32,131.15,70.67,18.0,15.21,0.61
1978-01,28.75,84.87,61.85,18.24,14.94,0.45
1978-02,28.71,166.24,66.62,19.14,27.71,1.67
1978-03,26.95,270.33,77.63,18.88,32.63,2.62
1978-04,27.1,236.33,78.19,18.79,25.53,2.09
1978-05,26.71,156.76,76.77,18.33,21.68,1.18
1978-06,26.07,136.02,75.36,17.82,16.82,0.55
1978-07,25.67,109.7,73.96,17.33,14.42,0.33
1978-08,26.02,161.14,77.36,17.61,18.45,0.67
1978-09,26.9,139.48,74.99,17.52,17.62,0.48
1978-10,26.75,199.91,75.82,18.19,21.05,1.35
1978-11,26.49,186.71,74.91,17.66,21.37,1.46
1978-12,27.25,137.25,70.79,18.38,18.82,0.79
1979-01,28.09,154.45,69.3,18.98,23.6,1.21
1979-02,27.66,183.17,74.27,19.0,26.08,1.83
1979-03,28.67,175.71,70.56,19.18,23.09,1.2
1979-04,27.03,236.5,78.5,19.28,31.8,2.35
1979-05,26.19,216.63,80.4,18.74,27.09,1.64
1979-06,25.85,145.93,78.44,18.31,21.27,0.81
1979-07,26.53,78.73,72.54,17.99,14.14,0.33
1979-08,27.01,118.26,73.64,18.4,15.62,0.4
1979-09,27.82,112.71,71.46,18.54,14.84,0.26
1979-10,28.0,147.69,71.49,19.18,18.37,0.63
1979-11,27.53,154.6,72.29,18.71,21.32,1.01
1979-12,27.32,150.1,71.05,18.7,18.4,0.87
1980-01,29.17,56.96,60.56,18.67,10.44,0.19
1980-02,30.31,50.91,57.95,19.62,8.62,0.13
1980-03,29.33,136.83,64.13,19.5,23.68,1.22
1980-04,27.63,189.28,75.96,19.29,26.26,1.51
1980-05,25.85,269.15,82.71,18.74,27.89,2.09
1980-06,26.26,132.59,78.5,18.27,16.7,0.51
1980-07,26.04,94.96,74.07,17.76,14.06,0.31
1980-08,26.49,126.76,73.9,17.86,16.99,0.51
1980-09,26.99,136.34,75.64,18.15,15.21,0.34
1980-10,27.19,146.45,74.24,18.39,16.23,0.48
1980-11,26.4,196.63,77.08,18.22,20.72,1.15
1980-12,27.83,70.47,65.96,18.01,10.65,0.23
1981-01,29.36,55.81,59.0,18.55,8.94,0.08
1981-02,30.29,55.93,54.16,19.19,14.68,0.3
1981-03,27.89,221.81,71.65,19.43,24.68,1.63
1981-04,27.04,206.8,79.2,19.1,24.36,1.31
1981-05,26.58,185.72,79.04,18.71,21.29,1.06
1981-06,26.87,110.23,74.49,18.33,18.94,0.57
1981-07,25.7,178.03,78.8,17.85,20.1,0.88
1981-08,25.95,199.89,79.66,17.95,21.41,1.07
1981-09,26.18,194.03,79.63,17.85,21.29,0.91
1981-10,26.95,190.76,76.16,18.44,19.46,0.96
1981-11,27.25,153.94,74.1,18.29,19.38,0.78
1981-12,27.97,98.59,67.14,18.26,13.07,0.39
1982-01,28.52,93.55,65.62,18.66,12.76,0.31
1982-02,29.53,67.32,57.35,19.25,15.0,0.3
1982-03,29.53,115.87,63.51,19.34,18.68,0.66
1982-04,27.11,211.18,77.18,19.28,26.28,1.6
1982-05,25.98,264.23,81.94,18.81,26.1,2.18
1982-06,26.35,121.07,78.26,18.13,14.65,0.33
1982-07,26.19,114.95,74.75,17.78,15.22,0.39
1982-08,26.1,131.73,76.56,17.74,16.33,0.41
1982-09,26.77,148.71,75.4,18.15,16.95,0.54
1982-10,26.03,240.65,79.34,17.88,23.61,1.86
1982-11,25.79,223.99,79.58,18.12,24.13,1.7
1982-12,27.07,90.15,71.86,18.09,16.36,0.49
1983-01,28.8,51.63,58.9,18.77,8.53,0.1
1983-02,30.51,54.38,58.78,20.01,11.14,0.17
1983-03,30.22,111.4,64.47,20.53,15.24,0.58
1983-04,28.07,190.4,76.37,19.61,20.47,0.96
1983-05,27.19,198.12,79.37,19.22,22.42,1.08
1983-06,26.86,163.27,77.68,18.55,22.03,0.91
1983-07,26.5,154.52,76.12,18.08,21.81,1.02
1983-08,26.11,206.95,79.78,18.12,24.06,1.0
1983-09,26.53,183.78,79.04,17.96,19.1,0.96
1983-10,26.03,252.31,80.75,18.17,24.78,1.44
1983-11,26.55,173.54,76.85,18.08,17.95,0.74
1983-12,27.28,90.15,66.74,17.77,10.85,0.29
1984-01,28.62,48.74,57.11,17.9,8.09,0.14
1984-02,29.97,60.9,56.42,18.67,13.39,0.21
1984-03,29.11,124.09,64.67,19.18,19.91,0.75
1984-04,27.28,222.57,77.4,18.98,28.19,1.62
1984-05,27.03,130.07,75.44,18.62,15.15,0.43
1984-06,26.4,98.49,72.6,17.94,15.93,0.45
1984-07,25.59,163.07,76.22,17.52,25.21,0.86
1984-08,26.19,156.93,76.33,17.75,19.07,0.68
1984-09,26.83,132.32,74.58,17.9,17.03,0.3
1984-10,26.84,164.58,73.83,18.31,18.78,0.68
1984-11,26.01,216.55,77.42,17.94,24.97,1.86
1984-12,27.08,111.77,70.19,17.72,16.91,0.45
1985-01,28.89,89.46,62.04,18.42,17.69,0.59
1985-02,28.78,78.83,58.78,18.65,15.43,0.45
1985-03,28.57,191.5,66.43,19.56,26.22,2.04
1985-04,25.72,279.35,81.51,18.55,31.01,2.3
1985-05,25.71,226.65,81.82,18.31,21.83,1.34
1985-06,25.7,165.3,78.65,17.79,21.67,0.84
1985-07,25.15,152.41,77.95,16.91,17.73,0.63
1985-08,25.61,130.82,75.44,17.39,17.84,0.67
1985-09,26.07,175.29,78.1,17.58,18.27,0.69
1985-10,26.66,156.41,74.2,18.31,17.58,0.65
1985-11,26.32,185.55,75.62,18.13,22.86,1.16
1985-12,27.49,107.26,68.37,18.28,14.29,0.46
1986-01,29.12,59.46,60.13,18.72,8.3,0.1
1986-02,28.45,124.63,67.64,18.72,22.8,0.8
1986-03,27.65,183.61,72.83,18.58,23.02,1.25
1986-04,26.29,262.59,80.1,19.0,28.92,2.51
1986-05,26.2,230.01,81.1,18.67,24.06,1.58
1986-06,25.71,154.37,78.67,18.02,17.78,0.66
1986-07,25.68,156.0,76.83,17.44,18.52,0.73
1986-08,26.69,99.21,74.63,17.74,14.8,0.27
1986-09,26.7,168.07,76.21,17.96,22.08,0.71
1986-10,26.95,191.77,74.95,18.44,23.67,1.37
1986-11,26.58,185.69,76.11,18.1,18.64,0.94
1986-12,27.17,144.14,69.18,18.62,18.26,1.09
1987-01,28.9,89.71,61.17,19.35,12.31,0.4
1987-02,29.12,105.71,64.93,19.42,20.85,0.55
1987-03,28.38,199.38,73.17,19.67,27.55,1.65
1987-04,27.54,215.2,76.69,19.4,29.0,1.78
1987-05,26.55,266.81,81.36,19.14,23.29,1.99
1987-06,26.18,159.02,78.66,18.52,22.54,0.85
1987-07,27.44,70.64,72.62,18.34,13.17,0.17
1987-08,27.08,136.59,73.41,18.45,19.19,0.62
1987-09,27.55,144.16,74.41,18.76,17.13,0.66
1987-10,27.79,140.21,74.38,19.06,15.99,0.52
1987-11,27.02,190.42,76.44,18.86,23.15,1.53
1987-12,29.04,71.77,64.53,18.77,15.91,0.47
1988-01,28.63,105.15,66.18,19.34,14.57,0.49
1988-02,29.68,67.94,63.0,19.72,11.34,0.17
1988-03,28.79,169.48,71.36,19.78,23.04,1.21
1988-04,27.3,224.42,78.14,19.74,21.81,1.4
1988-05,27.02,184.53,78.47,19.05,25.08,1.36
1988-06,26.62,97.34,74.86,18.22,13.8,0.33
1988-07,25.8,154.24,77.86,18.13,17.99,0.64
1988-08,25.91,173.95,80.14,17.88,19.48,0.79
1988-09,26.23,206.91,80.06,18.14,23.55,1.44
1988-10,26.5,196.96,78.14,18.39,22.52,1.17
1988-11,26.65,165.35,75.14,18.18,18.15,0.92
1988-12,27.73,110.92,66.1,18.2,14.61,0.7
1989-01,28.87,41.67,52.47,18.47,10.01,0.15
1989-02,28.76,87.45,60.21,18.64,16.46,0.38
1989-03,28.12,191.92,70.39,18.85,24.65,1.42
1989-04,26.97,166.64,76.28,18.85,21.51,0.92
1989-05,26.09,219.22,80.52,18.45,22.54,1.49
1989-06,26.47,88.9,73.92,17.92,14.54,0.35
1989-07,26.15,123.57,74.21,17.92,18.89,0.61
1989-08,26.49,130.34,74.42,17.87,18.79,0.56
1989-09,26.97,155.24,75.34,18.17,21.1,0.81
1989-10,26.62,204.23,77.51,18.5,23.01,1.18
1989-11,27.18,161.75,74.42,18.86,24.01,1.36
