index,avg_max_temp,precipitation,relative_humidity,avg_min_temp,avg_rx1day,avg_days_r20mm
1953-05,24.85,84.07,77.5,17.45,12.98,0.46
1953-06,25.67,10.66,60.74,15.32,2.98,0.03
1953-07,25.54,8.45,55.2,15.11,2.38,
1953-08,26.9,9.84,51.75,15.72,2.32,0.02
1953-09,27.38,27.26,56.44,17.04,7.31,0.08
1953-10,29.17,45.23,55.73,18.33,9.75,0.27
1953-11,27.76,183.34,71.56,18.93,21.66,1.7
1953-12,26.05,308.82,82.49,18.63,30.84,3.42
1954-01,25.63,231.39,83.12,18.08,23.32,1.41
1954-02,26.15,174.92,81.27,18.18,24.43,1.01
1954-03,26.25,170.69,81.12,18.34,21.76,0.77
1954-04,25.73,121.52,77.61,17.78,18.02,0.67
1954-05,26.47,37.22,66.09,17.12,7.89,0.18
1954-06,26.03,3.44,51.96,15.06,0.84,
1954-07,26.19,4.63,50.11,15.1,1.22,
1954-08,27.04,9.34,49.81,15.86,1.85,0.01
1954-09,28.49,13.9,48.02,16.61,2.61,0.01
1954-10,29.4,32.05,51.07,17.71,6.84,0.08
1954-11,28.94,54.38,60.09,18.67,8.49,0.14
1954-12,27.73,152.1,71.11,18.52,19.65,1.01
1955-01,27.49,177.44,73.38,18.58,23.26,1.22
1955-02,25.88,244.97,82.94,18.62,26.87,2.22
1955-03,25.89,210.5,81.14,18.25,25.14,1.46
1955-04,25.18,160.95,82.05,17.93,18.11,0.55
1955-05,24.54,58.45,74.91,16.65,10.25,0.2
1955-06,24.68,12.92,63.29,15.46,2.95,0.01
1955-07,25.61,11.18,56.49,15.26,2.6,0.01
1955-08,27.51,8.3,48.67,15.3,2.05,0.01
1955-09,28.06,25.79,52.93,17.03,3.79,0.05
1955-10,29.61,29.06,51.87,17.96,5.52,0.06
1955-11,29.15,66.73,59.45,18.53,10.9,0.25
1955-12,26.87,210.72,74.57,18.26,25.68,1.35
1956-01,25.0,278.36,83.22,17.73,29.33,2.74
1956-02,26.12,191.31,81.58,18.19,21.59,1.05
1956-03,26.54,179.14,79.64,18.27,23.03,0.87
1956-04,24.74,226.8,84.27,17.99,25.52,1.76
1956-05,24.99,40.63,71.77,16.52,6.21,0.09
1956-06,25.19,13.98,61.71,15.6,2.84,
1956-07,25.93,4.84,50.67,14.12,1.09,
1956-08,26.93,15.74,52.91,15.77,2.87,0.03
1956-09,28.33,17.28,51.32,16.79,3.64,0.02
1956-10,29.46,31.55,51.65,17.88,5.38,0.08
1956-11,29.61,60.49,57.24,18.88,11.54,0.32
1956-12,27.94,99.74,67.56,18.45,17.83,0.55
1957-01,26.16,357.79,80.64,18.29,48.28,4.96
1957-02,25.69,241.9,81.38,17.99,33.1,3.16
1957-03,26.18,290.47,83.51,18.03,36.49,3.21
1957-04,25.51,312.43,86.73,18.22,37.96,3.06
1957-05,25.06,114.01,80.72,17.28,17.44,0.38
1957-06,25.55,17.41,66.13,14.95,4.36,0.02
1957-07,25.67,8.48,57.65,14.67,2.18,
1957-08,26.85,9.51,53.42,15.6,2.45,0.01
1957-09,28.73,13.15,53.82,16.56,5.73,0.07
1957-10,29.38,49.32,58.45,17.98,8.9,0.19
1957-11,29.36,74.26,63.1,18.6,16.97,0.49
1957-12,27.36,242.53,78.2,18.88,28.56,2.17
1958-01,28.47,156.32,74.28,19.12,22.82,1.18
1958-02,27.44,210.09,79.9,18.84,27.51,1.65
1958-03,27.06,223.12,81.21,18.76,27.5,1.66
1958-04,27.14,178.03,80.13,18.48,24.8,1.6
1958-05,26.22,38.53,70.44,16.61,14.04,0.25
1958-06,26.01,6.87,58.34,15.8,1.55,
1958-07,25.64,7.95,54.24,14.56,2.0,0.02
1958-08,26.82,15.45,54.07,15.91,3.01,0.01
1958-09,28.85,16.71,52.05,16.82,3.22,0.01
1958-10,29.63,22.77,50.81,17.74,5.7,0.07
1958-11,29.33,120.29,65.07,18.9,16.23,0.91
1958-12,27.23,233.76,78.38,18.83,30.27,2.21
1959-01,27.84,193.01,76.92,18.92,29.83,1.59
1959-02,27.35,243.67,80.18,18.75,29.84,2.29
1959-03,27.09,252.9,80.6,18.69,32.85,2.62
1959-04,27.06,120.84,77.1,18.05,21.88,0.87
1959-05,27.27,57.94,70.65,16.96,11.36,0.2
1959-06,26.51,10.09,61.87,15.67,1.97,0.01
1959-07,25.98,11.3,59.07,15.44,2.74,0.02
1959-08,26.63,20.58,59.02,16.04,5.51,0.06
1959-09,28.12,23.33,57.09,16.76,5.51,0.08
1959-10,28.51,74.67,62.39,17.73,14.79,0.43
1959-11,28.39,157.05,69.95,18.46,24.43,1.27
1959-12,27.43,194.52,77.19,18.65,27.9,1.35
1960-01,26.94,236.14,79.91,18.44,30.54,2.1
1960-02,27.11,202.73,79.31,18.22,25.97,1.5
1960-03,26.47,295.66,82.68,18.28,31.27,2.8
1960-04,25.99,184.88,81.68,18.04,22.96,1.39
1960-05,26.61,44.17,71.12,16.85,6.87,0.06
1960-06,26.27,13.2,63.33,16.05,2.67,0.01
1960-07,25.58,7.44,59.26,14.93,1.37,
1960-08,26.86,9.99,57.4,15.38,2.17,0.02
1960-09,27.87,25.21,57.69,16.9,4.93,0.07
1960-10,29.08,32.84,57.35,17.77,7.0,0.12
1960-11,29.12,77.7,63.61,18.31,10.71,0.38
1960-12,29.98,102.11,64.17,19.44,17.11,0.6
1961-01,29.04,182.51,70.63,19.14,25.8,1.39
1961-02,26.94,237.82,79.66,18.31,31.36,2.0
1961-03,27.62,207.33,78.25,18.73,24.96,1.46
1961-04,27.1,203.56,79.66,18.61,25.09,1.35
1961-05,27.39,54.88,71.5,17.78,10.2,0.18
1961-06,27.14,18.6,61.7,16.2,3.34,0.02
1961-07,26.03,28.02,61.51,16.59,5.21,0.1
1961-08,26.63,19.02,56.28,16.47,3.75,0.11
1961-09,27.8,30.51,57.73,17.31,4.82,0.12
1961-10,28.59,101.17,63.13,18.18,16.53,0.78
1961-11,26.43,245.48,76.95,18.1,33.92,3.16
1961-12,25.63,300.24,83.76,18.35,28.74,2.44
1962-01,25.06,252.07,84.82,18.05,25.6,1.44
1962-02,26.22,194.75,80.9,18.19,26.58,1.57
1962-03,25.9,214.61,82.54,18.03,24.65,1.36
1962-04,25.53,184.49,82.91,18.21,20.94,0.9
1962-05,24.93,52.84,71.19,16.52,9.89,0.28
1962-06,25.82,19.32,62.22,15.7,4.73,0.07
1962-07,26.48,8.21,54.62,15.4,2.18,
1962-08,27.03,20.06,56.04,16.42,3.46,0.04
1962-09,28.28,22.03,52.56,17.14,3.36,0.05
1962-10,28.79,43.15,55.53,17.92,6.89,0.1
1962-11,28.94,91.35,61.74,18.8,17.69,0.64
1962-12,26.68,204.66,76.83,18.42,24.6,1.45
1963-01,25.71,235.86,81.44,17.7,25.84,1.58
1963-02,26.57,176.86,79.84,18.04,24.97,1.13
1963-03,25.99,251.24,82.31,18.09,26.18,1.67
1963-04,25.29,204.0,81.93,17.92,27.8,1.75
1963-05,25.29,66.04,73.69,16.72,12.87,0.3
1963-06,25.73,18.94,63.82,15.53,6.57,0.12
1963-07,26.36,8.39,58.75,15.35,1.8,0.01
1963-08,27.02,9.08,55.05,15.29,1.88,0.01
1963-09,28.15,14.5,54.7,16.7,3.41,0.01
1963-10,29.92,29.18,52.83,18.07,5.43,0.06
1963-11,26.98,186.18,73.37,18.6,24.61,1.46
1963-12,26.58,173.4,76.9,18.2,25.86,1.31
1964-01,26.57,175.91,80.04,18.58,23.35,1.23
1964-02,27.25,189.59,78.97,18.64,24.23,1.16
1964-03,26.6,274.69,83.81,18.71,27.35,1.99
1964-04,25.54,220.33,83.36,18.21,28.96,1.8
1964-05,25.57,35.12,72.16,16.69,6.4,0.03
1964-06,26.01,16.76,64.31,15.97,3.58,0.01
1964-07,25.41,14.44,57.42,14.74,4.23,0.04
1964-08,26.08,11.76,57.1,15.3,2.56,0.02
1964-09,27.43,22.42,54.82,16.41,3.96,0.05
1964-10,28.32,39.18,56.52,16.97,6.41,0.1
1964-11,29.04,66.04,60.08,18.18,11.45,0.28
1964-12,27.8,128.54,67.63,18.08,17.5,0.61
1965-01,26.73,155.5,76.12,17.67,21.81,0.94
1965-02,26.96,171.06,78.36,18.01,19.41,0.82
1965-03,26.65,226.45,79.21,18.16,29.39,1.79
1965-04,25.45,229.63,82.99,17.78,25.49,1.54
1965-05,25.49,42.75,71.99,16.08,10.01,0.12
1965-06,26.03,7.3,60.88,14.62,1.84,
1965-07,25.89,7.45,56.7,14.96,1.55,
1965-08,26.9,12.19,55.18,15.83,2.24,
1965-09,28.07,19.08,55.87,17.05,3.87,0.02
1965-10,28.42,57.73,59.82,18.02,13.57,0.42
1965-11,28.85,81.12,62.54,18.74,11.95,0.34
1965-12,26.97,205.83,77.09,18.39,24.65,1.31
1966-01,28.05,126.97,71.41,18.71,18.84,0.69
1966-02,27.52,171.41,77.88,18.78,23.23,1.04
1966-03,26.36,261.17,81.92,18.5,27.01,1.79
1966-04,25.68,186.13,82.0,18.21,21.76,1.08
1966-05,26.41,46.7,72.23,17.59,8.88,0.08
1966-06,26.03,16.65,62.17,16.56,3.21,0.01
1966-07,26.51,6.21,55.42,15.58,1.13,
1966-08,27.31,21.54,55.43,15.88,5.8,0.1
1966-09,28.54,24.31,55.16,17.38,4.34,0.07
1966-10,29.28,35.01,54.43,18.09,7.11,0.09
1966-11,28.71,73.2,61.6,18.46,17.29,0.44
1966-12,28.86,85.47,64.88,18.86,15.31,0.36
1967-01,28.85,82.23,65.42,18.85,12.47,0.33
1967-02,28.53,109.89,70.21,18.99,17.51,0.57
1967-03,28.22,180.74,74.38,18.86,25.32,1.35
1967-04,26.13,204.04,81.53,18.31,25.07,1.48
1967-05,25.75,72.6,74.48,17.48,13.87,0.27
1967-06,25.94,16.4,63.94,16.39,2.94,
1967-07,25.71,23.29,60.07,15.83,6.0,0.06
1967-08,26.69,16.02,55.73,16.07,4.39,
1967-09,27.67,42.68,58.37,17.21,11.42,0.26
1967-10,28.96,56.02,58.64,17.99,10.39,0.25
1967-11,27.73,172.13,71.24,18.71,25.2,1.18
1967-12,25.99,243.78,81.88,18.26,28.34,1.92
1968-01,26.94,165.14,78.58,18.03,20.2,0.86
1968-02,26.36,226.28,79.8,18.2,29.46,2.13
1968-03,25.68,263.93,83.52,18.06,27.44,1.99
1968-04,25.06,242.43,83.88,17.93,27.45,1.82
1968-05,25.39,59.13,75.04,16.73,10.19,0.13
1968-06,25.41,22.8,65.7,15.44,5.96,0.04
1968-07,25.53,6.38,57.66,14.78,1.29,
1968-08,26.65,6.92,53.44,15.36,1.43,
1968-09,28.44,12.15,53.06,16.75,2.66,0.01
1968-10,29.33,33.8,56.1,18.19,6.08,0.07
1968-11,27.79,128.61,68.88,18.49,17.27,0.96
1968-12,27.53,177.21,74.88,18.48,25.21,1.33
1969-01,27.96,169.76,74.03,18.57,24.75,1.22
1969-02,26.98,154.75,78.92,18.47,21.83,1.04
1969-03,27.56,157.28,76.99,18.92,23.06,1.06
1969-04,27.97,103.47,75.59,18.94,14.04,0.31
1969-05,27.17,54.89,67.52,17.7,14.49,0.36
1969-06,26.94,7.02,56.61,15.73,1.52,
1969-07,26.52,6.74,54.97,15.42,1.48,
1969-08,27.15,12.31,54.85,16.03,2.04,
1969-09,28.81,19.38,53.2,17.04,4.37,0.07
1969-10,30.03,40.34,56.14,18.31,6.76,0.11
1969-11,28.66,134.43,67.95,18.62,21.42,0.89
1969-12,28.53,129.39,71.2,18.81,18.21,0.68
1970-01,26.48,256.43,81.2,18.53,28.22,2.21
1970-02,27.12,219.14,82.08,18.83,25.98,1.71
1970-03,26.73,224.39,80.44,18.57,28.48,1.89
1970-04,26.27,148.57,79.46,18.17,22.07,0.95
1970-05,26.74,39.05,68.1,17.15,6.81,0.12
1970-06,26.54,6.15,58.78,15.59,1.38,
1970-07,26.24,8.47,57.71,15.38,2.28,0.02
1970-08,27.03,12.09,55.38,16.19,2.06,0.04
1970-09,28.48,14.72,52.45,16.72,2.84,0.02
1970-10,29.41,30.09,53.99,17.87,6.63,0.07
1970-11,29.19,98.92,62.95,18.9,15.18,0.47
1970-12,26.54,213.22,78.66,18.3,22.62,1.22
1971-01,27.05,190.24,76.89,18.29,24.6,1.37
1971-02,26.84,176.12,79.0,18.03,20.73,1.04
1971-03,27.6,142.53,73.94,18.39,20.33,0.78
1971-04,26.03,210.78,81.19,18.06,27.29,1.67
1971-05,25.85,47.89,69.96,16.73,8.43,0.23
1971-06,25.52,11.07,58.64,14.98,3.25,0.04
1971-07,25.54,14.74,59.91,15.67,2.55,
1971-08,26.6,16.28,55.69,15.3,3.27,0.06
1971-09,27.89,25.92,56.44,17.11,4.58,0.06
1971-10,28.52,66.24,58.3,17.82,17.31,0.55
1971-11,28.49,120.28,64.37,18.53,20.48,0.93
1971-12,26.77,227.84,76.56,18.02,27.24,1.82
1972-01,26.85,198.27,79.02,18.28,21.55,1.01
1972-02,26.29,208.86,81.04,18.4,27.16,1.59
1972-03,26.5,207.24,80.76,18.18,23.18,1.08
1972-04,26.54,159.42,79.84,18.19,18.97,0.77
1972-05,25.91,92.08,76.8,17.77,13.34,0.28
1972-06,25.62,32.91,66.55,15.69,6.4,0.09
1972-07,26.04,12.72,60.25,15.74,2.1,
1972-08,27.09,18.88,57.45,16.44,3.97,0.02
1972-09,28.47,38.88,58.15,17.64,9.21,0.1
1972-10,28.51,120.57,66.03,18.82,23.19,0.96
1972-11,27.13,232.33,76.33,18.65,28.75,2.04
1972-12,26.35,255.2,81.88,18.69,27.37,1.84
1973-01,26.92,241.29,81.86,18.93,28.02,1.95
1973-02,27.83,189.86,79.58,19.35,25.93,1.38
1973-03,28.03,168.82,78.76,19.33,18.82,0.77
1973-04,26.94,152.3,78.01,18.91,19.58,0.81
1973-05,26.68,64.79,71.02,17.88,12.13,0.38
1973-06,26.23,9.53,58.76,16.08,2.21,
1973-07,26.15,6.54,55.3,15.18,1.36,
1973-08,26.93,13.7,55.46,16.53,2.64,0.01
1973-09,28.59,25.03,55.45,17.47,5.21,0.06
1973-10,29.5,42.53,56.51,18.57,10.56,0.1
1973-11,28.24,143.29,68.97,18.67,20.43,1.05
1973-12,27.43,151.33,73.16,18.29,18.46,0.6
1974-01,27.05,185.34,75.71,18.12,19.48,0.84
1974-02,28.53,101.94,70.25,18.71,16.11,0.38
1974-03,27.14,181.42,74.19,18.61,27.16,1.65
1974-04,25.71,217.11,82.96,18.38,25.77,1.34
1974-05,25.65,97.45,76.64,17.24,16.15,0.42
1974-06,25.81,18.19,64.85,16.09,3.65,0.02
1974-07,24.98,20.93,62.86,15.63,5.28,0.03
1974-08,27.13,10.98,55.01,15.91,2.52,0.02
1974-09,27.92,20.18,53.2,16.84,4.22,0.06
1974-10,29.29,30.5,54.05,17.99,7.4,0.08
1974-11,28.71,101.62,63.55,18.78,15.9,0.54
1974-12,27.84,186.45,72.33,18.61,21.48,1.13
1975-01,27.01,185.34,76.4,18.37,26.14,1.54
1975-02,28.24,129.88,70.75,18.78,19.66,0.72
1975-03,27.0,207.42,78.83,18.69,23.6,1.28
1975-04,26.77,154.82,78.17,18.59,18.25,0.81
1975-05,26.57,60.76,71.0,17.76,13.56,0.36
1975-06,25.85,13.46,62.12,16.36,2.57,
1975-07,26.02,21.38,58.83,15.7,6.07,0.1
1975-08,26.19,11.58,55.41,16.01,2.13,
1975-09,27.44,33.73,57.3,17.21,6.94,0.11
1975-10,28.31,51.36,58.14,17.86,9.91,0.18
1975-11,29.44,83.27,60.14,18.78,13.65,0.5
1975-12,27.19,213.58,75.2,18.6,27.38,1.82
1976-01,27.34,168.15,74.11,18.39,23.03,1.2
1976-02,26.64,198.55,77.82,18.29,26.32,1.58
1976-03,27.06,222.54,78.68,18.71,24.57,1.28
1976-04,26.29,171.61,79.49,18.38,18.51,0.84
1976-05,26.15,60.29,71.52,17.62,10.04,0.18
1976-06,26.09,21.99,62.3,16.27,5.16,0.05
1976-07,26.12,14.21,56.72,15.45,3.79,0.03
1976-08,26.87,14.05,54.33,15.98,2.89,0.01
1976-09,28.35,19.21,54.87,17.57,4.01,0.02
1976-10,29.45,45.92,57.05,18.54,11.61,0.27
1976-11,29.5,96.01,61.83,19.01,14.64,0.49
1976-12,28.94,137.37,68.16,19.27,19.45,0.72
1977-01,26.95,245.9,79.51,18.91,27.89,1.95
1977-02,27.54,147.34,76.14,18.8,22.84,0.85
1977-03,27.38,195.18,77.77,18.87,21.18,1.13
1977-04,25.99,226.82,81.66,18.6,30.5,2.09
1977-05,26.25,83.59,74.09,17.54,18.78,0.45
1977-06,26.49,9.03,60.78,15.91,1.91,
1977-07,26.56,8.27,55.85,15.91,1.81,
1977-08,27.16,16.7,57.0,16.7,3.14,0.01
1977-09,28.84,24.36,55.44,17.71,6.19,0.09
1977-10,29.93,50.78,56.34,18.66,12.08,0.21
1977-11,27.56,187.23,73.94,18.78,23.18,1.32
1977-12,27.07,235.04,78.21,18.74,27.64,1.73
1978-01,26.92,211.93,79.47,18.74,24.94,1.53
1978-02,27.49,169.55,77.63,18.91,24.04,1.28
1978-03,26.19,299.42,84.09,18.91,37.82,2.8
1978-04,26.28,162.66,80.77,18.53,19.27,0.97
1978-05,26.33,38.48,69.85,16.88,7.88,0.15
1978-06,26.0,12.28,62.08,16.43,2.29,
1978-07,25.93,6.98,56.99,15.29,1.19,
1978-08,27.18,11.67,56.34,16.05,2.14,
1978-09,28.93,18.46,53.72,17.1,3.87,0.02
1978-10,29.48,48.94,56.51,18.37,12.75,0.35
1978-11,27.73,174.95,70.7,18.77,28.48,1.85
1978-12,26.27,239.61,81.72,18.88,25.4,1.62
1979-01,26.86,187.04,77.72,18.99,27.47,1.56
1979-02,26.62,224.51,83.58,19.07,27.46,1.71
1979-03,27.1,211.35,81.04,18.86,22.77,1.26
1979-04,25.93,251.74,84.11,18.82,26.87,2.02
1979-05,25.72,73.03,75.34,17.69,11.94,0.36
1979-06,25.5,17.77,64.21,15.67,5.95,0.08
1979-07,25.81,8.73,60.32,15.29,2.37,
1979-08,27.17,12.65,58.66,16.34,1.98,
1979-09,28.63,14.58,53.69,17.25,3.13,0.01
1979-10,29.92,40.25,55.37,18.88,7.62,0.17
1979-11,29.33,100.65,64.49,19.48,18.17,0.57
1979-12,27.45,218.68,76.53,19.09,26.1,1.74
1980-01,27.02,216.08,79.79,18.98,23.21,1.45
1980-02,28.16,95.84,73.79,19.05,16.34,0.34
1980-03,27.58,178.54,76.78,18.76,24.25,1.22
1980-04,26.79,187.25,80.14,18.94,23.33,1.0
1980-05,26.03,84.01,74.56,17.83,13.59,0.34
1980-06,26.29,7.83,61.32,15.25,1.47,
1980-07,26.08,7.45,55.22,15.94,1.26,
1980-08,26.97,11.1,54.17,16.51,2.32,0.01
1980-09,28.71,23.91,55.1,17.62,5.05,0.03
1980-10,29.3,50.78,57.38,18.64,12.33,0.23
1980-11,28.08,129.47,70.0,18.95,19.68,0.67
1980-12,26.93,165.27,76.71,18.71,20.54,0.88
1981-01,27.85,146.06,74.19,18.85,18.41,0.61
1981-02,27.89,154.28,75.93,19.07,21.82,0.82
1981-03,27.64,223.47,75.66,19.06,32.63,2.32
1981-04,26.32,133.38,79.91,18.49,18.62,0.48
1981-05,25.88,79.65,73.73,17.34,16.63,0.4
1981-06,26.11,11.15,63.09,15.43,2.79,0.01
1981-07,25.94,10.15,58.47,14.9,1.68,0.02
1981-08,26.96,21.38,59.27,16.58,4.18,0.03
1981-09,28.04,34.32,57.66,17.32,8.88,0.15
1981-10,29.04,58.27,60.49,18.59,9.5,0.18
1981-11,29.74,67.38,60.54,18.87,14.89,0.23
1981-12,27.41,205.45,76.33,18.94,29.56,1.55
1982-01,28.14,156.65,74.49,19.01,19.2,0.78
1982-02,28.31,155.11,75.09,19.09,22.23,0.89
1982-03,28.1,150.66,74.44,19.02,20.4,0.78
1982-04,26.69,153.29,78.88,18.64,21.83,0.91
1982-05,25.86,100.17,74.86,17.79,17.05,0.73
1982-06,26.37,23.78,64.57,16.52,5.84,0.08
1982-07,26.12,16.88,59.96,16.05,3.31,0.01
1982-08,26.91,15.36,56.99,16.42,3.18,
1982-09,28.3,29.14,57.1,17.62,5.54,0.04
1982-10,28.19,111.71,66.03,18.63,16.3,0.62
1982-11,27.2,218.89,76.51,18.59,27.97,1.82
1982-12,26.78,196.87,80.62,18.79,24.84,1.14
1983-01,27.26,191.25,79.66,18.9,23.41,1.24
1983-02,28.71,137.08,75.8,19.5,19.98,0.75
1983-03,28.3,161.75,77.47,19.72,20.92,0.89
1983-04,27.44,133.22,77.58,19.13,16.31,0.62
1983-05,27.09,58.43,71.8,18.48,9.44,0.19
1983-06,26.88,20.04,64.54,17.14,3.97,0.02
1983-07,26.71,17.25,59.94,16.4,3.78,0.03
1983-08,27.05,22.17,59.05,16.58,5.97,0.09
1983-09,28.62,19.45,54.17,16.99,3.17,0.03
1983-10,28.59,68.09,60.86,18.22,11.01,0.27
1983-11,29.27,93.3,63.12,18.62,16.58,0.4
1983-12,27.71,212.92,73.74,18.85,26.83,1.65
1984-01,26.38,221.71,80.43,18.29,22.65,1.35
1984-02,27.19,166.03,78.33,18.55,18.27,0.74
1984-03,27.49,145.97,74.93,18.84,19.53,0.73
1984-04,26.34,164.43,78.31,18.52,24.37,1.13
1984-05,26.56,27.65,67.1,17.45,4.65,
1984-06,25.69,15.42,61.53,16.32,3.27,0.01
1984-07,25.32,16.12,61.91,16.12,2.85,0.01
1984-08,26.24,17.3,58.97,15.94,3.89,0.07
1984-09,28.46,16.68,53.85,16.64,2.84,
1984-10,28.62,66.18,60.45,18.18,13.2,0.3
1984-11,27.28,166.81,72.71,18.51,24.45,1.27
1984-12,26.73,220.43,78.24,18.58,23.99,1.46
1985-01,27.82,140.54,74.19,18.83,19.82,0.81
1985-02,26.31,212.5,81.04,18.72,24.15,1.57
1985-03,27.2,191.69,77.63,18.59,26.59,1.68
1985-04,26.06,179.09,81.25,18.25,21.58,1.04
1985-05,25.96,72.7,73.8,17.33,11.83,0.34
1985-06,25.99,11.98,63.35,15.55,2.79,0.02
1985-07,25.84,13.26,60.23,15.16,2.87,0.01
1985-08,26.41,8.6,55.66,15.85,1.66,
1985-09,28.0,19.17,56.47,17.19,3.11,0.01
1985-10,28.72,36.99,57.02,18.25,7.11,0.07
1985-11,27.54,147.28,70.52,18.54,21.91,1.02
1985-12,27.29,179.62,76.55,18.85,21.49,1.12
1986-01,26.8,222.65,80.23,18.66,25.41,1.5
1986-02,28.16,118.66,73.85,18.44,20.41,0.71
1986-03,27.12,208.46,79.12,18.63,21.78,1.17
1986-04,26.39,176.6,79.7,18.62,24.55,1.48
1986-05,25.82,76.59,75.08,17.72,13.52,0.26
1986-06,25.82,10.51,62.43,15.41,3.21,0.01
1986-07,25.86,8.37,56.89,14.53,1.71,0.01
1986-08,27.38,9.87,55.14,15.72,2.34,0.01
1986-09,28.43,18.01,54.35,17.12,3.41,0.04
1986-10,29.15,96.46,61.99,18.66,18.29,0.66
1986-11,27.83,154.04,71.23,18.93,19.91,1.03
1986-12,26.48,302.67,81.72,18.98,32.04,2.9
1987-01,26.7,215.14,80.65,18.91,25.01,1.33
1987-02,27.63,161.31,78.02,19.0,21.11,0.95
1987-03,27.91,186.89,78.94,19.21,26.78,1.24
1987-04,27.14,174.84,79.33,18.89,26.88,1.33
1987-05,26.49,79.67,74.54,18.09,12.24,0.38
1987-06,26.08,19.16,63.99,15.85,6.07,0.05
1987-07,26.73,10.61,60.52,15.59,2.42,
1987-08,27.38,17.74,58.28,16.97,4.98,0.07
1987-09,28.84,25.22,57.55,17.97,4.79,0.05
1987-10,29.32,48.97,60.36,18.82,9.35,0.22
1987-11,28.92,103.95,65.92,19.2,19.56,0.65
1987-12,29.75,97.3,66.98,19.83,16.14,0.5
1988-01,28.09,208.86,76.45,19.63,26.13,1.53
1988-02,28.54,101.82,72.32,19.55,16.65,0.51
1988-03,28.04,183.17,76.35,19.66,23.54,1.12
1988-04,27.3,120.24,77.48,19.06,15.48,0.56
1988-05,26.95,25.01,67.1,17.85,4.56,0.05
1988-06,26.57,16.66,63.24,16.94,3.18,0.01
1988-07,26.51,9.29,59.31,16.25,1.58,
1988-08,26.91,18.15,58.98,16.84,3.79,0.02
1988-09,28.32,28.87,56.29,17.49,5.0,0.13
1988-10,29.44,51.58,57.96,18.66,10.28,0.23
1988-11,28.24,134.93,67.96,18.94,19.21,1.07
1988-12,27.77,187.44,72.75,19.02,23.53,1.55
1989-01,25.81,238.33,82.44,18.45,25.18,1.7
1989-02,27.15,156.35,78.1,18.53,21.49,0.9
1989-03,27.12,203.07,79.34,18.61,23.1,1.24
1989-04,25.84,180.38,80.95,18.27,24.92,1.29
1989-05,25.63,89.88,76.12,17.43,15.56,0.43
1989-06,25.7,13.28,64.99,15.81,2.57,
1989-07,25.83,7.99,59.68,15.37,1.39,
1989-08,26.42,12.87,57.98,15.98,2.94,0.01
1989-09,28.09,24.96,58.38,17.28,4.74,0.03
1989-10,28.92,49.76,58.86,18.25,9.5,0.24
1989-11,28.9,118.76,65.59,19.1,20.47,0.9
1989-12,27.1,247.4,80.06,19.08,27.81,1.99
1990-01,27.44,127.51,76.13,18.65,20.36,0.72
1990-02,27.56,187.06,78.98,19.24,24.36,1.22
1990-03,26.67,223.41,82.44,18.8,25.37,1.54
1990-04,26.66,176.57,81.89,18.82,26.99,1.05
